id,product_name,product_category_id,product_category_name,product_type_numeric,product_type_text,product_manufacturer_id,product_manufacturer_name
521102,Layers Mash,318,Feeds,25.0,kg,37.0,Unga Farmcare (EA) Ltd.
524157,Layers Mash,318,Feeds,1.0,kg,26321.0,Nesa Fresh Feeds
524247,Layers Mash,318,Feeds,1.0,kg,37.0,Unga Farmcare (EA) Ltd.
524248,Layers Mash,318,Feeds,50.0, kg,37.0,Unga Farmcare (EA) Ltd.
524737,layers mash,318,Feeds,10.0,kg,38.0,Bidco Land O'Lakes
524738,layers mash,318,Feeds,50.0,kg,38.0,Bidco Land O'Lakes
524746,Layers Mash,318,Feeds,1.0,kg,37.0,Unga Farmcare (EA) Ltd.
524792,Layers Mash,416,Animal feeds,0.5,kg,13428.0,Mumbi feeds
524983,Layers Mash,318,Feeds,70.0,kg,21672.0,Vuno Feeds
524986,Layers Mash,318,Feeds,20.0,kg,21672.0,Vuno Feeds
524987,Layers Mash,318,Feeds,10.0,kg,21672.0,Vuno Feeds
524990,Layers Mash,318,Feeds,5.0,kg,21672.0,Vuno Feeds
525025,Layers Mash,318,Feeds,1.0,kg,21672.0,Vuno Feeds
525058,Layers Mash,318,Feeds,10.0,kg,26342.0,Fanikisha
525111,Layers Mash,318,Feeds,10.0,kg,333.0,Joymax
525142,Layers Mash,318,Feeds,1.0,kg,333.0,Joymax
525340,Layers mash,318,Feeds,1.0,kg,26355.0,Soil Is Gold
525878,LAYERS MASH,424,Poultry feeds,50.0,kg,8086.0,Fugo feeds
526437,Layers Mash,318,Feeds,10.0,kg,1813.0,Tamu Feeds
526457,Layers Mash,318,Feeds,1.0,kg,1813.0,Tamu Feeds
526595,Layers Mash,318,Feeds,10.0,kg,22557.0,Longonot feeds
526596,Layers Mash,318,Feeds,5.0,kg,22557.0,Longonot feeds
526602,Layers Mash,318,Feeds,20.0,kg,22557.0,Longonot feeds
526706,Layers Mash,318,Feeds,1.0,kg,22557.0,Longonot feeds
526941,Layers Mash,8974,Feedsl,50.0,kgs,22557.0,Longonot feeds
527006,Layers mash,318,Feeds,70.0,kgs,22557.0,Longonot feeds
527336,layers mash,318,Feeds,,1/2kg,37.0,Unga Farmcare (EA) Ltd.
530431,Layers mash,318,Feeds,70.0,kg,17547.0,Winner Feeds
530745,Layers Mash,318,Feeds,1.0,kg,37.0,Unga Farmcare (EA) Ltd.
530989,Layers Mash,318,Feeds,20.0,kg,2853.0,Kitale Industries Ltd
531001,Layers Mash,318,Feeds,10.0,kg,2853.0,Kitale Industries Ltd
534559,Layers Mash,318,Feeds,70.0,Kg,4284.0,pioneer feeds
534560,Layers Mash,318,Feeds,20.0,Kg,4284.0,pioneer feeds
534561,Layers Mash,318,Feeds,10.0,Kg,4284.0,pioneer feeds
534562,Layers Mash,318,Feeds,5.0,Kg,4284.0,pioneer feeds
534579,Layers Mash,318,Feeds,10.0,Kg,3685.0,mapato
534580,Layers Mash,318,Feeds,5.0,Kg,3685.0,mapato
534870,Layers Mash,318,Feeds,70.0,kg,14.0,Wonder Feeds Ltd.
535840,layers mash,313,Minerals and Supplements,1.0,kg,4284.0,pioneer feeds
536842,Layers Mash,318,Feeds,10.0,Kg,26938.0,Kenya   Dairy.     Farmers.   Federation
536843,Layers Mash,318,Feeds,1.0,Kg,26938.0,Kenya   Dairy.     Farmers.   Federation
536864,Layers Mash,416,Animal feeds,20.0,kg,26938.0,Kenya   Dairy.     Farmers.   Federation
539241,Layers Mash,318,Feeds,5.0,kg,27089.0,DIRI FEEDS LTD.
539242,Layers Mash,318,Feeds,10.0,kg,27089.0,DIRI FEEDS LTD.
539243,Layers Mash,318,Feeds,20.0,kg,27089.0,DIRI FEEDS LTD.
539244,Layers Mash,318,Feeds,50.0,kg,27089.0,DIRI FEEDS LTD.
539351,layers mash,318,Feeds,1.0,kg,37.0,Unga Farmcare (EA) Ltd.
539529,Layers Mash,318,Feeds,1.0,kg,26321.0,Nesa Fresh Feeds
540272,Layers Mash,318,Feeds,10.0,kg,2314.0,Mapato Feeds
540277,Layers Mash,318,Feeds,1.0,kg,2314.0,Mapato Feeds
540292,Layers Mash,318,Feeds,70.0,,2314.0,Mapato Feeds
540304,Layers Mash,318,Feeds,,02-Jan,2314.0,Mapato Feeds
540526,Layers Mash,318,Feeds,5.0,kg,4416.0,KEWA ANIMAL FEEDS
540562,Layers Mash,318,Feeds,1.0,kg,4416.0,KEWA ANIMAL FEEDS
540566,Layers Mash,318,Feeds,500.0,g,4416.0,KEWA ANIMAL FEEDS
540668,Layers Mash,318,Feeds,10.0,kg,2323.0,Shikamoo
540669,Layers Mash,318,Feeds,5.0,kg,2323.0,Shikamoo
541023,Layers Mash,318,Feeds,10.0,kg,3685.0,mapato
541025,Layers Mash,318,Feeds,5.0,kg,3685.0,mapato
541966,Layers mash,318,Feeds,10.0,kg,333.0,Joymax
542035,Layers mash,318,Feeds,5.0, Kg,3685.0,mapato
542065,Layers mash,318,Feeds,50.0,kg,312.0,Fugo
542160,Layers mash,318,Feeds,10.0,Kg,7960.0,Vitagen
542161,Layers mash,318,Feeds,10.0,kg,3685.0,mapato
542174,layers mash,318,Feeds,70.0,kg,7960.0,Vitagen
542221,Layers mash,318,Feeds,5.0,Kg,2323.0,Shikamoo
542235,Layers mash,318,Feeds,10.0,kg,312.0,Fugo
542255,layers mash,318,Feeds,10.0,kg,2323.0,Shikamoo
542643,Layers Mash,318,Feeds,70.0,kg,1813.0,Tamu Feeds
543628,Layers Mash,2864,agriculture feeds,70.0,kg,26296.0,joymax millers ltd
543694,Layers Mash,318,Feeds,10.0,kg,3698.0,Empire
543965,Layers Mash,2864,agriculture feeds,10.0,kg,26296.0,joymax millers ltd
544053,Layers Mash,2864,agriculture feeds,25.0,kg,26296.0,joymax millers ltd
545498,Layers Mash,318,Feeds,5.0,kg,26352.0,dynamic feeds
545681,Layers Mash,318,Feeds,10.0,kg,577.0,Faida Feeds
546708,Layers Mash,318,Feeds,10.0,kgs,2890.0,Kitale Industries
546738,Layers Mash,318,Feeds,20.0,kgs,6327.0,Ngombe Feeds ltd
548236,Layers Mash,318,Feeds,10.0,Kg,2890.0,Kitale Industries
548246,Layers Mash,318,Feeds,20.0,Kg,2890.0,Kitale Industries
548253,Layers Mash,318,Feeds,50.0,Kg,2890.0,Kitale Industries
548268,Layers Mash,318,Feeds,1.0,Kg,2890.0,Kitale Industries
548661,Layers Mash,318,Feeds,1.0,kg,37.0,Unga Farmcare (EA) Ltd.
548776,Layers Mash,318,Feeds,20.0,Kg,4284.0,pioneer feeds
548777,Layers Mash,318,Feeds,10.0,Kg,4284.0,pioneer feeds
548778,Layers Mash,318,Feeds,5.0,Kg,4284.0,pioneer feeds
548791,Layers Mash,318,Feeds,70.0,Kg,333.0,Joymax
548792,Layers Mash,318,Feeds,10.0,Kg,333.0,Joymax
548804,Layers Mash,318,Feeds,20.0,Kg,3685.0,mapato
548805,Layers Mash,318,Feeds,10.0,Kg,3685.0,mapato
548895,Layers Mash,318,Feeds,1.0,Kg,4611.0,maisha
549073,Layers Mash,2864,agriculture feeds,10.0,kg,15736.0,pac millers limited
549423,layers mash,318,Feeds,10.0,kg,608.0,Lucky Feeds
549424,layers mash,318,Feeds,20.0,kg,3451.0,Shamba Pride
549425,layers mash,318,Feeds,1.0,kg,608.0,Lucky Feeds
549939,Layers Mash,318,Feeds,10.0,kg,3685.0,mapato
549940,Layers Mash,318,Feeds,20.0,kg,3685.0,mapato
549941,Layers Mash,318,Feeds,5.0,kg,3685.0,mapato
549942,Layers Mash,318,Feeds,1.0,kg,3685.0,mapato
551643,Layers Mash,318,Feeds,50.0,kg,2671.0,Sigma Feeds
551670,Layers Mash,318,Feeds,10.0,kg,577.0,Faida Feeds
552335,Layers Mash,318,Feeds,1.0,Kg,5082.0,.
552336,Layers Mash,318,Feeds,70.0,Kg,5082.0,.
553021,Layers Mash,318,Feeds,20.0,kg,27602.0,Simaga Feeds Ltd
553028,Layers Mash,318,Feeds,1.0,kg,2264.0,Sigma Feeds Ltd
554177,Layers Mash,318,Feeds,70.0,kg,10125.0,Mbeki feeds
554178,Layers Mash,318,Feeds,20.0,kg,10125.0,Mbeki feeds
554179,Layers Mash,318,Feeds,10.0,kg,10125.0,Mbeki feeds
554180,Layers Mash,318,Feeds,5.0,Kg,10125.0,Mbeki feeds
554208,Layers Mash,318,Feeds,1.0,kg,10125.0,Mbeki feeds
555292,Layers Mash,318,Feeds,10.0,kg,27693.0,Bellmill Industries
555373,Layers Mash,416,Animal feeds,70.0,kg,27693.0,Bellmill Industries
555374,Layers Mash,416,Animal feeds,50.0,kg,27693.0,Bellmill Industries
555388,Layers Mash,416,Animal feeds,20.0,kg,27693.0,Bellmill Industries
555686,Layers Mash,416,Animal feeds,1.0,kg,27693.0,Bellmill Industries
559846,Layers Mash,318,Feeds,1.0,kg,141.0,Kitale Industries Limited
560012,Layers Mash,318,Feeds,5.0,kg,3685.0,mapato
560013,Layers Mash,318,Feeds,10.0,kg,3685.0,mapato
560014,Layers Mash,318,Feeds,1.0,kg,3685.0,mapato
560070,Layers Mash,318,Feeds,10.0,kd,27865.0,Eden farm feeds
560089,Layers Mash,318,Feeds,10.0,kg,13481.0,Nesa
560302,Layers Mash,318,Feeds,50.0,,37.0,Unga Farmcare (EA) Ltd.
560333,Layers Mash,318,Feeds,70.0, kg,27865.0,Eden farm feeds
560541,Layers Mash,313,Minerals and Supplements,50.0,kg,9828.0,royal feed
560716,layers mash,313,Minerals and Supplements,10.0,kg,19893.0,Nyuki
560745,layers mash,318,Feeds,20.0,kg,27907.0,kanga feed
561947,Layers Mash,318,Feeds,70.0,kg,11081.0,Jubilee Feed Industries Ltd.
561964,Layers Mash,318,Feeds,10.0,kg,2314.0,Mapato Feeds
561977,Layers Mash,318,Feeds,1.0,kg,11081.0,Jubilee Feed Industries Ltd.
562110,Layers Mash,318,Feeds,,1/2 bag,11081.0,Jubilee Feed Industries Ltd.
562139,Layers Mash,318,Feeds,,1/2kg,11081.0,Jubilee Feed Industries Ltd.
562149,Layers Mash,318,Feeds,,1/4 bag,11081.0,Jubilee Feed Industries Ltd.
562283,Layers Mash,318,Feeds,70.0,kgs,27969.0,precious feeds
562373,Layers Mash,318,Feeds,50.0,kg,30.0,Pembe Flour Mills Ltd.
562374,Layers Mash,318,Feeds,1.0,kg,30.0,Pembe Flour Mills Ltd.
562682,Layers Mash,9586,animal feeds the,20.0,kg,6468.0,equity feeds
562766,Layers Mash,318,Feeds,70.0,kg,28002.0,Awasi Feeds Ltd
563238,Layers Mash,318,Feeds,1.0,kg,28028.0,demand feeds
563252,Layers Mash,318,Feeds,70.0,kgs,28027.0,mamboleo demand
563259,Layers Mash,318,Feeds,50.0,kgs,30.0,Pembe Flour Mills Ltd.
563288,Layers Mash,318,Feeds,10.0,kg,28027.0,mamboleo demand
563435,Layers Mash,318,Feeds,0.5,kg,28027.0,mamboleo demand
563849,Layers Mash,318,Feeds,70.0,kg,723.0,Tai Feeds
563858,Layers Mash,318,Feeds,20.0,kg,2624.0,Daina Feeds
564211,Layers Mash,318,Feeds,50.0,kg,37.0,Unga Farmcare (EA) Ltd.
565340,Layers Mash,318,Feeds,70.0,kg,28111.0,Socca Feeds Ltd
565344,Layers Mash,318,Feeds,50.0,kg,37.0,Unga Farmcare (EA) Ltd.
565355,Layers Mash,318,Feeds,10.0,kg,28111.0,Socca Feeds Ltd
565413,Layers Mash,318,Feeds,0.5,,28111.0,Socca Feeds Ltd
565661,Layers Mash,318,Feeds,20.0,kg,9536.0,sanjir
566744,Layers Mash,416,Animal feeds,1.0,kg,2273.0,Vintage Animal Feeds Ltd
566981,layers mash,318,Feeds,1.0,,196.0,Local
567020,layers mash,318,Feeds,10.0,kgs,4289.0,Midline
567088,Layers Mash,318,Feeds,20.0,kg,196.0,Local
569095,Layers Mash,318,Feeds,10.0,kg,20470.0,Soca Ltd
569096,Layers Mash,318,Feeds,20.0,kg,20470.0,Soca Ltd
569324,Layers Mash,318,Feeds,1.0, kgs,20470.0,Soca Ltd
569911,Layers Mash,318,Feeds,50.0,kg,1176.0,Faida Feeds Ltd
571259,Layers Mash,318,Feeds,10.0,kg,28360.0,Jonyoh Farm Feeds Ltd.
571287,Layers Mash,318,Feeds,1.0,kg,28360.0,Jonyoh Farm Feeds Ltd.
571290,Layers Mash,318,Feeds,5.0,Kg,28360.0,Jonyoh Farm Feeds Ltd.
571862,Layers Mash,313,Minerals and Supplements,10.0,kg,3212.0,Daimu Feeds
571863,Layers Mash,313,Minerals and Supplements,10.0,kg,3212.0,Daimu Feeds
571864,Layers Mash,313,Minerals and Supplements,10.0,kg,3212.0,Daimu Feeds
572672,Layers Mash,313,Minerals and Supplements,70.0,kg,9338.0,Soca Feeds
572673,Layers Mash,313,Minerals and Supplements,20.0,kg,9338.0,Soca Feeds
572675,Layers Mash,215,Vitamins and Minerals,10.0,kg,9338.0,Soca Feeds
572812,Layers Mash,318,Feeds,50.0,kg,28421.0,Kitale Industries  Ltd.
572813,Layers Mash,318,Feeds,20.0,kg,28421.0,Kitale Industries  Ltd.
572814,Layers Mash,318,Feeds,10.0,kg,28421.0,Kitale Industries  Ltd.
122003,layers marsh fugo,318,Feeds,1.0,kg,37.0,Unga Farmcare (EA) Ltd.
122001,layers marsh,318,Feeds,1.0,kg,3685.0,mapato
146547,layers marsh,318,Feeds,5.0,kg,8815.0,Jabba's Animal Feeds
182949,Layers Marsh,424,Poultry feeds,70.0,kg,607.0,Suguna Feeds
183519,Layers Marsh,318,Feeds,70.0,kg,2215.0,Silmart Feeds
491600,layers marsh,318,Feeds,70.0,,1884.0,Hakika
241651,layers mapato feeds,318,Feeds,10.0,kg,3685.0,mapato
329629,Layers Mapato,318,Feeds,5.0,kg,13041.0,Mapato Feeds Ltd
338683,Layers Mapato,318,Feeds,70.0,kg,13041.0,Mapato Feeds Ltd
491682,Layers Mapato,318,Feeds,10.0,kg,24703.0,mapato fresh feeds lmtd
491803,Layers Mapato,318,Feeds,5.0,kg,24703.0,mapato fresh feeds lmtd
489081,Layers mant feeds,318,Feeds,10.0,kg,24577.0,Manti feeds
470454,layers manah,318,Feeds,5.0,k,23860.0,food security millers ltd
470455,layers manah,318,Feeds,10.0,kg,23860.0,food security millers ltd
240318,layers mamboleo,318,Feeds,10.0,kg,793.0,Mamboleo
240401,layers mamboleo,318,Feeds,70.0,kg,793.0,Mamboleo
241628,layers mamboleo,318,Feeds,70.0,kg,14434.0,mambolea
162506,Layers- Mach Feeds,318,Feeds,70.0,kg,9866.0,Mach Feeds
170017,Layers Maah,424,Poultry feeds,1.0,kg,4497.0,Lucky Animal Feeds
151541,LAYERS LUCK FEEDS,318,Feeds,50.0,kg,4497.0,Lucky Animal Feeds
232708,layers lessrre,318,Feeds,,kgs,14012.0,lessere
420824,Layers lake feeds,318,Feeds,1.0,kg,10868.0,lake feeds
340231,Layers Kiwa Feeds,2864,agriculture feeds,10.0,kg,2883.0,Kiwa Feeds
340232,Layers Kiwa Feeds,2864,agriculture feeds,5.0,kg,2883.0,Kiwa Feeds
449193,layers kienyeji genesis,313,Minerals and Supplements,10.0,kg,22955.0,Genesis animal feds ltd
243225,layers kienyeji,318,Feeds,50.0, kgs,37.0,Unga Farmcare (EA) Ltd.
470871,layers kenin,318,Feeds,20.0,kg,23168.0,Kenin Feeds
470872,layers kenin,318,Feeds,10.0,kg,23168.0,Kenin Feeds
470874,layers kenin,318,Feeds,5.0,kg,23168.0,Kenin Feeds
470911,layers kenin,318,Feeds,1.0,kg,23168.0,Kenin Feeds
565240,layers kays 1kg,318,Feeds,1.0,kg,12549.0,kay
556801,layers kays,313,Minerals and Supplements,10.0,kg,15299.0,Nrb
557474,Layers Kayana 20kg,416,Animal feeds,20.0,kg,26308.0,kayana millers ltd
556803,Layers Jumbo,313,Minerals and Supplements,10.0,kg,15299.0,Nrb
145074,layers joymax,318,Feeds,70.0,,333.0,Joymax
145082,layers joymax,318,Feeds,20.0,,333.0,Joymax
556805,Layers Joymax,313,Minerals and Supplements,10.0,kg,15299.0,Nrb
556811,Layers joymax,318,Feeds,20.0,kg,25028.0,Nrb
556824,Layers Joymax,318,Feeds,70.0,kg,15299.0,Nrb
556854,Layers Joymax,318,Feeds,1.0,kg,15299.0,Nrb
562508,Layers Joymax,416,Animal feeds,10.0,kg,21697.0,joymillers ltd
533657,layers joy50kg,416,Animal feeds,70.0,kg,6209.0,joymillers
307040,Layers Joy millers,318,Feeds,70.0,kg,728.0,Joy Millers
307114,Layers Joy Millers,318,Feeds,10.0,kgs,728.0,Joy Millers
224143,layers joy max,313,Minerals and Supplements,1.0,kg,728.0,Joy Millers
325646,Layers Joy,416,Animal feeds,70.0,kg,16551.0,Joy Max Millers
421467,layers joy,313,Minerals and Supplements,70.0,kgs,728.0,Joy Millers
448097,layers joy,318,Feeds,10.0,,5370.0,Joy millers Ltd
448098,layers joy,318,Feeds,20.0,,5370.0,Joy millers Ltd
66801,layers jabba's,318,Feeds,5.0,kg,2819.0,Jabba's feeds
162508,Layers- Hakika Feeds,318,Feeds,70.0,kg,4413.0,HAKIKA FEEDS
162520,Layers- Hakika Feeds,318,Feeds,10.0,kg,4413.0,HAKIKA FEEDS
162572,Layers- Hakika Feeds,318,Feeds,1.0,kg,4413.0,HAKIKA FEEDS
163687,Layers Hakika,318,Feeds,10.0, Kg,4413.0,HAKIKA FEEDS
163689,Layers Hakika,318,Feeds,5.0,kg,4413.0,HAKIKA FEEDS
207737,layers gold mash,313,Minerals and Supplements,10.0,kg,731.0,Kays
207743,layers gold mash,313,Minerals and Supplements,70.0,kg,731.0,Kays
11712,Layers Gold,318,Feeds,10.0,kg,147.0,Tai Farm Millers
88891,Layers Gold,318,Feeds,20.0,kgs,4628.0,Tai  feeds
178712,layers gold,318,Feeds,10.0,kg,10763.0,tai millers
178715,layers gold,318,Feeds,50.0,kg,10763.0,tai millers
178719,layers gold,318,Feeds,20.0,kg,10763.0,tai millers
178886,layers gold,318,Feeds,5.0,kg,10763.0,tai millers
189357,Layers gold,318,Feeds,5.0,kg,731.0,Kays
189359,Layers gold,318,Feeds,10.0,kgs,723.0,Tai Feeds
196552,Layers Gold,329,Chicken feeds (kg),1.0,kg,10860.0,Tai Farm
230272,Layers Gold,318,Feeds,10.0,Kg,10517.0,Tai feeds ltd
538913,Layers Gold,318,Feeds,10.0,kg,10860.0,Tai Farm
570556,layers Gold,318,Feeds,70.0,kg,723.0,Tai Feeds
213964,layers Genesis,318,Feeds,10.0,kg,2553.0,Genesis
479720,layers fugo mash,416,Animal feeds,50.0,kg,12962.0,fugo unga
114606,Layers Fugo 5kg,318,Feeds,50.0,kg,37.0,Unga Farmcare (EA) Ltd.
544297,Layers Fugo,318,Feeds,50.0,kg,12416.0,Unga Farmcare.
545334,Layers Fugo,318,Feeds,25.0,kg,12416.0,Unga Farmcare.
548972,Layers Fugo,318,Feeds,,,12416.0,Unga Farmcare.
549062,Layers Fugo,318,Feeds,,,12416.0,Unga Farmcare.
13615,Layers Fractional,318,Feeds,,,37.0,Unga Farmcare (EA) Ltd.
13616,Layers Fractional,318,Feeds,,,37.0,Unga Farmcare (EA) Ltd.
295645,Layers formular,313,Minerals and Supplements,1.0,kg,17454.0,Dhahabu Feeds
489700,Layers Fomula,313,Minerals and Supplements,1.0,kg,9934.0,Nigchem
240269,Layers feeds zz,318,Feeds,,1/2kg,26.0,Eagle Vet Kenya Ltd.
231256,layers farmers,416,Animal feeds,10.0,kg,13911.0,farmers fresh
231269,layers farmers,416,Animal feeds,,04-Jan,13911.0,farmers fresh
34022,Layers Faractional,318,Feeds,,,515.0,malezi
180458,layers faida,318,Feeds,50.0,kg,5661.0,Faida
455150,Layers Faida,318,Feeds,10.0,kg,5661.0,Faida
1809,Layers Extra,318,Feeds,50.0,kg,14.0,Wonder Feeds Ltd.
24975,Layers Extra,424,Poultry feeds,100.0,g,15.0,Vetcare Africa
58603,Layers Extra,424,Poultry feeds,40.0,ml,15.0,Vetcare Africa
66778,Layers extra,313,Minerals and Supplements,100.0,gms,7.0,Norbrook Kenya Ltd.
93286,Layers extra,215,Vitamins and Minerals,100.0,g,2905.0,Vetcare
102458,Layers Extra,318,Feeds,50.0,kg,65.0,Farm Feeds Ltd.
102459,Layers Extra,318,Feeds,20.0,kg,65.0,Farm Feeds Ltd.
130182,Layers Extra,318,Feeds,50.0,kg,14.0,Wonder Feeds Ltd.
148412,layers extra,313,Minerals and Supplements,100.0, gm,2905.0,Vetcare
161612,Layers Extra,313,Minerals and Supplements,100.0,gm,15.0,Vetcare Africa
161752,Layers Extra,313,Minerals and Supplements,100.0,gm,15.0,Vetcare Africa
167988,Layers Extra,215,Vitamins and Minerals,100.0,g,15.0,Vetcare Africa
180240,layers extra,313,Minerals and Supplements,100.0,g,2905.0,Vetcare
188554,Layers Extra,318,Feeds,100.0,gm,2905.0,Vetcare
203056,Layers Extra,313,Minerals and Supplements,100.0,g,15.0,Vetcare Africa
216212,Layers Extra,313,Minerals and Supplements,100.0,gm,15.0,Vetcare Africa
230660,Layers Extra,313,Minerals and Supplements,100.0,g,15.0,Vetcare Africa
230661,Layers Extra,313,Minerals and Supplements,1.0,kg,15.0,Vetcare Africa
232477,Layers Extra,313,Minerals and Supplements,100.0,g,3026.0,Allure Animal Health
256602,Layers Extra,313,Minerals and Supplements,100.0,g,15.0,Vetcare Africa
257396,Layers Extra,313,Minerals and Supplements,100.0,g,717.0,Cibus
418534,Layers Extra,313,Minerals and Supplements,100.0,gm,15.0,Vetcare Africa
476470,Layers Extra,318,Feeds,70.0,kg,24155.0,Economy Farm
476527,Layers extra,313,Minerals and Supplements,100.0,g,717.0,Cibus
492916,Layers Equity,318,Feeds,20.0,kg,6468.0,equity feeds
94157,layers empire kgs,318,Feeds,,kgs,3698.0,Empire
484098,layers eggs,318,Feeds,1.0, tray,11540.0,o
484099,layers eggs,318,Feeds,1.0, pcs,11540.0,o
451526,Layers Eco,318,Feeds,10.0,kg,45.0,Ecofeed Enterprises
223128,Layers county,318,Feeds,10.0, kg,5759.0,County feeds
68448,Layers Concentrate,318,Feeds,100.0,kg,2652.0,Ever Victory
118937,Layers Complete Meal,318,Feeds,10.0,kg,7124.0,Fugo Unga ltd
119021,Layers Complete Meal,318,Feeds,25.0,kg,7124.0,Fugo Unga ltd
119270,Layers Complete Meal,318,Feeds,10.0,kg,7125.0,Kitale industry ltd
119271,Layers Complete Meal,318,Feeds,50.0,kg,2890.0,Kitale Industries
119272,Layers Complete Meal,318,Feeds,20.0,kg,7125.0,Kitale industry ltd
262188,Layers Complete Meal,416,Animal feeds,25.0,kg,7124.0,Fugo Unga ltd
312397,Layers Complete Meal,416,Animal feeds,10.0,kg,7124.0,Fugo Unga ltd
314980,Layers Complete Meal,416,Animal feeds,1.0,kg,7124.0,Fugo Unga ltd
478689,Layers Complete Meal,318,Feeds,1.0,kg,37.0,Unga Farmcare (EA) Ltd.
296216,Layers Complete Mash Farm,1269,chicken feeds,50.0,kg,6351.0,Unga Ltd
296220,Layers Complete Mash Farm,318,Feeds,,,4667.0,Unga Farmcare (EA) Ltd
2071,Layers Complete Mash,318,Feeds,70.0,kg,29.0,Pwani Feeds Ltd.
2072,Layers Complete Mash,318,Feeds,20.0,kg,29.0,Pwani Feeds Ltd.
75127,Layers Complete Mash,318,Feeds,10.0,kg,2890.0,Kitale Industries
76089,Layers Complete Mash,318,Feeds,50.0,kg,2890.0,Kitale Industries
76091,Layers Complete Mash,318,Feeds,20.0,kg,2890.0,Kitale Industries
76092,Layers Complete Mash,318,Feeds,10.0,kg,2890.0,Kitale Industries
102204,Layers Complete Mash,318,Feeds,50.0,kg,141.0,Kitale Industries Limited
102218,Layers Complete Mash,313,Minerals and Supplements,20.0,kg,141.0,Kitale Industries Limited
102386,Layers Complete Mash,318,Feeds,10.0,kg,141.0,Kitale Industries Limited
114180,Layers Complete Mash,318,Feeds,10.0,kg,2890.0,Kitale Industries
122350,Layers Complete Mash,318,Feeds,70.0,kg,4306.0,spenza
134195,Layers Complete Mash,318,Feeds,10.0,kgs,8190.0,Faida Feed
